formOfNode,longitude,latitude
source,-4.192,51.875
source,-4.213,51.876
source,-4.226,51.877
junction,-4.226,51.877
source,-4.195,51.881
junction,-4.219,51.881
junction,-4.260,51.881
junction,-4.198,51.885
source,-4.220,51.885
source,-4.233,51.886
junction,-4.233,51.886
source,-4.276,51.885
junction,-4.264,51.893
junction,-4.249,51.897
source,-4.279,51.899
source,-4.249,51.899
source,-4.239,51.901
source,-4.221,51.902
junction,-4.264,51.901
source,-4.208,51.903
source,-4.266,51.903
source,-4.261,51.903
junction,-4.205,51.905
source,-4.281,51.911
source,-4.203,51.913
source,-4.199,51.923
source,-4.276,51.921
source,-4.226,51.925
source,-4.283,51.926
source,-4.051,51.858
source,-4.001,51.859
source,-4.031,51.859
junction,-4.003,51.860
source,-4.058,51.861
source,-4.024,51.863
junction,-4.059,51.863
junction,-4.067,51.863
junction,-4.069,51.863
source,-4.067,51.863
junction,-4.061,51.864
source,-4.045,51.865
source,-4.062,51.866
junction,-4.064,51.866
junction,-4.050,51.867
source,-3.973,51.869
junction,-4.025,51.873
junction,-4.062,51.873
source,-4.060,51.874
junction,-3.987,51.878
junction,-3.988,51.878
junction,-4.039,51.879
junction,-3.983,51.881
junction,-4.031,51.882
source,-4.029,51.882
junction,-3.986,51.885
junction,-4.040,51.886
junction,-4.029,51.892
junction,-4.040,51.892
source,-3.919,51.891
source,-3.911,51.897
junction,-3.907,51.860
source,-3.907,51.876
outlet,-3.905,51.880
source,-3.899,51.883
source,-3.896,51.880
source,-3.890,51.863
source,-3.887,51.872
source,-3.885,51.856
junction,-3.883,51.866
junction,-3.883,51.873
source,-3.882,51.862
source,-3.882,51.879
junction,-3.881,51.864
source,-3.881,51.864
junction,-3.881,51.877
junction,-3.881,51.878
source,-3.866,51.867
source,-3.856,51.866
junction,-3.855,51.878
junction,-3.854,51.874
junction,-3.851,51.874
source,-3.850,51.874
junction,-3.973,51.873
junction,-3.973,51.892
source,-3.972,51.869
junction,-3.972,51.871
junction,-3.972,51.889
source,-3.972,51.890
junction,-3.970,51.873
source,-3.968,51.872
junction,-3.963,51.852
junction,-3.961,51.852
source,-3.960,51.854
junction,-3.958,51.892
junction,-3.953,51.853
source,-3.953,51.855
source,-3.954,51.892
junction,-3.953,51.855
junction,-3.951,51.853
source,-3.949,51.859
source,-3.948,51.854
source,-3.946,51.885
source,-3.943,51.877
junction,-3.925,51.856
junction,-3.922,51.859
junction,-3.922,51.861
source,-3.923,51.896
source,-3.920,51.863
source,-3.921,51.886
source,-3.918,51.855
source,-4.246,51.841
junction,-4.263,51.844
source,-4.200,51.846
junction,-4.251,51.847
source,-4.256,51.848
source,-4.189,51.855
source,-4.226,51.856
source,-4.201,51.857
source,-4.250,51.857
junction,-4.189,51.860
junction,-4.189,51.861
source,-4.189,51.861
junction,-4.235,51.861
junction,-4.249,51.861
junction,-4.252,51.862
junction,-4.231,51.864
source,-4.263,51.864
outlet,-4.263,51.864
source,-4.256,51.866
junction,-4.208,51.868
junction,-4.222,51.870
junction,-4.278,51.870
junction,-4.234,51.870
junction,-4.279,51.871
source,-4.235,51.872
source,-4.120,51.859
source,-4.119,51.865
junction,-4.116,51.864
source,-4.116,51.865
junction,-4.115,51.866
source,-4.114,51.864
junction,-4.113,51.864
junction,-4.111,51.860
junction,-4.110,51.865
junction,-4.107,51.870
junction,-4.106,51.856
source,-4.106,51.855
junction,-4.106,51.878
source,-4.106,51.878
junction,-4.105,51.876
source,-4.103,51.874
source,-4.100,51.858
source,-4.096,51.867
junction,-4.090,51.858
source,-4.089,51.858
source,-4.090,51.878
source,-4.087,51.843
source,-4.087,51.867
outlet,-4.082,51.862
junction,-4.077,51.859
source,-4.072,51.860
junction,-4.072,51.864
source,-4.070,51.865
junction,-4.186,51.860
junction,-4.180,51.859
source,-4.177,51.885
junction,-4.169,51.860
junction,-4.168,51.881
junction,-4.167,51.881
source,-4.163,51.858
junction,-4.158,51.885
source,-4.153,51.840
junction,-4.143,51.841
junction,-4.143,51.869
junction,-4.140,51.849
source,-4.140,51.867
junction,-4.137,51.870
junction,-4.134,51.875
junction,-4.132,51.869
junction,-4.132,51.882
source,-4.132,51.883
source,-4.130,51.869
source,-4.130,51.874
junction,-4.127,51.864
junction,-4.127,51.864
source,-4.123,51.846
junction,-4.123,51.864
source,-4.122,51.886
junction,-3.996,51.820
source,-3.995,51.820
junction,-4.020,51.822
junction,-3.969,51.824
source,-4.029,51.823
source,-4.023,51.825
source,-3.966,51.827
source,-3.957,51.828
junction,-3.961,51.829
source,-3.974,51.829
junction,-3.976,51.830
source,-3.974,51.835
source,-4.053,51.834
junction,-4.001,51.835
source,-4.035,51.837
junction,-4.014,51.840
junction,-4.025,51.841
source,-3.994,51.843
junction,-4.045,51.846
source,-4.025,51.847
source,-4.064,51.846
junction,-4.042,51.847
source,-4.042,51.847
source,-3.961,51.850
source,-3.972,51.850
junction,-3.972,51.850
source,-4.125,51.802
source,-4.093,51.804
junction,-4.113,51.804
junction,-4.142,51.809
source,-4.074,51.811
junction,-4.143,51.811
source,-4.107,51.812
source,-4.087,51.813
source,-4.129,51.812
source,-4.088,51.819
junction,-4.121,51.823
junction,-4.140,51.825
junction,-4.116,51.826
source,-4.136,51.827
junction,-4.149,51.828
junction,-4.110,51.830
source,-4.077,51.831
junction,-4.148,51.830
source,-4.097,51.833
junction,-4.098,51.833
source,-4.148,51.833
source,-4.082,51.835
source,-4.152,51.835
junction,-4.135,51.838
source,-4.134,51.838
source,-4.129,51.839
junction,-3.951,51.834
source,-3.949,51.824
source,-3.947,51.807
junction,-3.944,51.802
source,-3.944,51.829
source,-3.943,51.802
junction,-3.944,51.837
source,-3.942,51.800
source,-3.941,51.836
junction,-3.940,51.839
junction,-3.940,51.851
source,-3.939,51.848
source,-3.939,51.842
junction,-3.937,51.804
source,-3.935,51.809
junction,-3.935,51.804
source,-3.930,51.815
source,-3.929,51.839
junction,-3.927,51.806
junction,-3.927,51.811
source,-3.924,51.819
junction,-3.923,51.816
junction,-3.920,51.807
source,-3.920,51.820
source,-3.918,51.807
junction,-3.914,51.805
source,-3.911,51.799
source,-3.909,51.807
junction,-3.908,51.804
junction,-3.906,51.803
junction,-3.905,51.804
junction,-3.903,51.803
junction,-3.903,51.797
source,-3.903,51.807
junction,-3.903,51.807
source,-3.902,51.852
junction,-3.899,51.809
junction,-3.897,51.802
source,-3.895,51.801
junction,-3.892,51.799
source,-3.891,51.799
junction,-3.885,51.805
source,-3.880,51.835
source,-3.875,51.802
source,-3.873,51.817
source,-3.868,51.811
junction,-3.867,51.809
junction,-3.862,51.810
junction,-3.861,51.809
source,-3.861,51.809
junction,-3.860,51.810
source,-3.859,51.809
junction,-3.857,51.811
source,-3.858,51.846
source,-3.852,51.814
junction,-3.847,51.809
source,-3.846,51.810
junction,-3.843,51.809
source,-4.196,51.815
junction,-4.191,51.823
junction,-4.189,51.815
junction,-4.186,51.815
source,-4.184,51.787
junction,-4.185,51.815
source,-4.184,51.793
source,-4.183,51.829
junction,-4.179,51.777
source,-4.179,51.798
junction,-4.178,51.794
junction,-4.174,51.779
junction,-4.173,51.780
source,-4.175,51.819
junction,-4.172,51.815
source,-4.170,51.833
junction,-4.166,51.778
source,-4.165,51.779
junction,-4.163,51.783
source,-4.163,51.806
source,-4.164,51.813
source,-4.162,51.799
source,-4.159,51.784
junction,-4.159,51.783
source,-4.156,51.806
junction,-4.155,51.807
junction,-4.153,51.785
junction,-4.154,51.824
junction,-4.151,51.776
source,-4.063,51.792
junction,-4.062,51.784
source,-4.062,51.785
source,-4.057,51.784
source,-4.053,51.795
source,-4.053,51.812
source,-4.039,51.802
source,-4.030,51.789
junction,-4.029,51.783
source,-4.029,51.785
junction,-4.026,51.784
junction,-4.021,51.782
source,-4.020,51.792
source,-4.017,51.816
source,-4.016,51.808
junction,-4.015,51.808
junction,-4.015,51.806
junction,-4.013,51.814
source,-4.005,51.778
junction,-4.000,51.780
junction,-4.002,51.812
junction,-4.001,51.812
junction,-4.000,51.809
junction,-3.884,51.778
source,-3.880,51.779
source,-3.909,51.779
junction,-3.883,51.780
source,-3.856,51.783
source,-3.878,51.786
junction,-3.882,51.787
junction,-3.879,51.787
source,-3.846,51.788
source,-3.922,51.787
source,-3.923,51.788
junction,-3.876,51.789
junction,-3.923,51.788
source,-3.919,51.790
junction,-3.866,51.792
junction,-3.866,51.792
source,-3.905,51.791
source,-3.863,51.792
junction,-3.924,51.792
source,-3.888,51.793
source,-3.864,51.793
junction,-3.889,51.793
junction,-3.926,51.793
source,-3.916,51.794
source,-3.893,51.795
source,-3.909,51.794
junction,-3.890,51.795
source,-3.903,51.795
junction,-3.904,51.796
source,-4.093,51.774
source,-4.144,51.774
junction,-4.069,51.782
source,-4.137,51.781
junction,-4.070,51.782
source,-4.103,51.782
source,-4.079,51.783
junction,-4.073,51.784
source,-4.128,51.784
junction,-4.078,51.785
junction,-4.145,51.784
junction,-4.146,51.784
source,-4.092,51.788
junction,-4.151,51.787
junction,-4.083,51.788
junction,-4.083,51.790
source,-4.071,51.791
junction,-4.133,51.793
source,-4.112,51.795
junction,-4.146,51.794
source,-4.092,51.796
source,-4.152,51.797
source,-4.141,51.798
source,-4.085,51.800
junction,-4.124,51.800
junction,-4.086,51.801
junction,-4.085,51.801
junction,-4.097,51.801
source,-4.084,51.802
junction,-4.000,51.801
junction,-3.998,51.777
junction,-3.998,51.777
junction,-3.999,51.792
junction,-3.998,51.777
junction,-3.998,51.793
junction,-3.998,51.801
junction,-3.994,51.776
junction,-3.993,51.775
source,-3.994,51.817
junction,-3.990,51.786
junction,-3.984,51.808
source,-3.982,51.796
source,-3.980,51.783
junction,-3.980,51.808
source,-3.979,51.812
source,-3.975,51.777
junction,-3.974,51.795
junction,-3.972,51.818
source,-3.972,51.810
junction,-3.968,51.788
junction,-3.964,51.799
source,-3.962,51.800
source,-3.956,51.791
source,-3.955,51.777
junction,-3.954,51.800
source,-3.952,51.785
source,-3.953,51.799
junction,-3.950,51.801
junction,-3.950,51.801
junction,-4.276,51.781
source,-4.277,51.824
junction,-4.273,51.784
junction,-4.272,51.802
junction,-4.270,51.790
source,-4.268,51.776
junction,-4.261,51.795
source,-4.258,51.818
source,-4.250,51.779
source,-4.242,51.806
source,-4.241,51.794
junction,-4.236,51.802
junction,-4.234,51.804
source,-4.229,51.817
source,-4.223,51.771
junction,-4.219,51.806
source,-4.219,51.803
junction,-4.218,51.807
junction,-4.213,51.807
junction,-4.208,51.808
source,-4.208,51.808
source,-4.205,51.787
source,-4.206,51.829
source,-4.204,51.811
source,-4.203,51.833
source,-4.203,51.820
junction,-4.199,51.813
source,-4.199,51.810
junction,-4.199,51.812
junction,-4.199,51.828
source,-3.853,51.763
source,-3.852,51.764
source,-3.866,51.764
junction,-3.848,51.765
source,-3.884,51.764
source,-3.848,51.765
junction,-3.847,51.766
junction,-3.847,51.766
junction,-3.884,51.766
source,-3.884,51.766
junction,-3.885,51.767
source,-3.845,51.768
junction,-3.885,51.767
junction,-3.885,51.767
source,-3.850,51.768
junction,-3.847,51.768
source,-3.848,51.769
source,-3.885,51.769
source,-3.888,51.769
source,-3.880,51.769
source,-3.907,51.769
source,-3.875,51.773
junction,-3.885,51.773
source,-3.891,51.774
junction,-3.885,51.775
source,-3.888,51.775
source,-3.846,51.777
source,-3.885,51.777
source,-4.052,51.747
source,-4.017,51.749
junction,-4.020,51.749
junction,-4.019,51.752
source,-3.952,51.754
source,-4.055,51.752
source,-3.995,51.754
source,-3.975,51.755
junction,-4.011,51.756
junction,-4.009,51.759
source,-4.014,51.759
source,-4.035,51.759
junction,-4.006,51.760
source,-4.005,51.760
junction,-4.033,51.759
junction,-4.002,51.763
source,-4.036,51.764
junction,-3.979,51.765
source,-3.999,51.765
source,-4.056,51.764
source,-3.972,51.768
junction,-3.983,51.769
source,-3.945,51.770
junction,-3.976,51.769
source,-3.975,51.770
junction,-4.005,51.770
source,-4.053,51.769
source,-4.005,51.771
source,-4.035,51.773
source,-3.987,51.774
junction,-4.000,51.774
source,-4.191,51.743
junction,-4.221,51.743
junction,-4.251,51.742
junction,-4.249,51.743
junction,-4.241,51.743
source,-4.236,51.744
source,-4.242,51.744
source,-4.214,51.745
source,-4.204,51.746
source,-4.195,51.747
junction,-4.195,51.748
junction,-4.224,51.748
junction,-4.224,51.748
junction,-4.226,51.748
junction,-4.229,51.748
junction,-4.221,51.753
source,-4.224,51.755
junction,-4.215,51.755
junction,-4.207,51.755
source,-4.183,51.756
junction,-4.223,51.755
source,-4.223,51.755
source,-4.253,51.755
source,-4.187,51.759
junction,-4.186,51.760
junction,-4.190,51.761
source,-4.235,51.761
source,-4.177,51.763
junction,-4.210,51.763
junction,-4.212,51.765
source,-3.943,51.751
source,-3.926,51.773
junction,-3.923,51.755
source,-3.923,51.756
source,-3.922,51.753
junction,-3.922,51.753
source,-3.922,51.764
source,-3.920,51.742
junction,-3.920,51.763
source,-3.918,51.742
junction,-3.917,51.743
junction,-3.917,51.765
source,-3.915,51.739
junction,-3.915,51.766
junction,-3.914,51.747
source,-3.914,51.766
junction,-3.913,51.767
junction,-3.912,51.747
junction,-3.911,51.746
source,-3.911,51.739
source,-3.911,51.746
source,-3.910,51.756
junction,-3.910,51.739
junction,-3.909,51.739
junction,-3.909,51.741
source,-3.908,51.748
junction,-3.908,51.737
source,-3.906,51.739
junction,-3.906,51.736
junction,-3.905,51.736
source,-3.903,51.738
junction,-3.899,51.738
source,-3.899,51.738
source,-3.897,51.737
source,-3.897,51.734
source,-3.889,51.757
source,-3.887,51.744
source,-3.887,51.749
junction,-3.887,51.759
source,-3.886,51.734
junction,-3.886,51.761
source,-3.885,51.743
junction,-3.884,51.749
junction,-3.884,51.749
junction,-3.883,51.749
junction,-3.881,51.745
source,-3.881,51.744
junction,-3.881,51.745
junction,-3.880,51.745
source,-3.879,51.757
source,-3.879,51.751
source,-3.876,51.740
junction,-3.873,51.740
junction,-3.874,51.762
source,-3.872,51.761
source,-3.870,51.737
source,-3.870,51.735
junction,-3.869,51.736
junction,-3.868,51.738
source,-3.868,51.738
source,-3.868,51.738
junction,-3.868,51.738
junction,-3.866,51.735
junction,-3.866,51.736
source,-3.865,51.734
junction,-3.865,51.734
junction,-3.865,51.737
junction,-3.865,51.737
junction,-3.864,51.738
source,-3.864,51.738
junction,-3.864,51.741
source,-3.861,51.738
junction,-3.859,51.754
source,-3.859,51.754
source,-3.857,51.738
source,-3.857,51.762
source,-3.856,51.744
junction,-3.854,51.758
junction,-3.850,51.760
junction,-3.849,51.762
source,-3.846,51.740
junction,-4.103,51.726
source,-4.099,51.746
junction,-4.097,51.743
source,-4.095,51.743
source,-4.091,51.760
source,-4.086,51.741
source,-4.081,51.757
junction,-4.081,51.757
source,-4.073,51.729
source,-4.074,51.750
junction,-4.073,51.736
junction,-4.072,51.730
junction,-4.071,51.754
source,-4.071,51.765
source,-4.067,51.746
junction,-4.066,51.745
junction,-4.064,51.746
junction,-4.064,51.769
junction,-4.064,51.764
source,-4.063,51.746
junction,-4.063,51.758
junction,-4.063,51.756
junction,-4.063,51.767
junction,-4.062,51.771
junction,-4.060,51.765
junction,-4.059,51.747
junction,-4.059,51.748
source,-4.060,51.772
source,-4.059,51.765
junction,-4.168,51.724
source,-4.169,51.769
source,-4.166,51.751
junction,-4.162,51.724
source,-4.156,51.736
source,-4.155,51.726
source,-4.156,51.763
source,-4.151,51.772
source,-4.145,51.729
source,-4.144,51.739
source,-4.145,51.766
junction,-4.143,51.727
junction,-4.143,51.764
source,-4.141,51.766
junction,-4.140,51.763
junction,-4.136,51.733
source,-4.136,51.733
source,-4.135,51.735
junction,-4.134,51.762
source,-4.130,51.748
source,-4.128,51.731
junction,-4.128,51.746
junction,-4.127,51.746
source,-4.120,51.739
junction,-4.120,51.745
junction,-4.118,51.738
source,-4.119,51.769
junction,-4.117,51.743
junction,-4.114,51.732
source,-4.115,51.743
source,-4.112,51.762
source,-4.270,51.707
source,-4.224,51.708
junction,-4.204,51.713
source,-4.251,51.712
source,-4.206,51.713
source,-4.197,51.715
source,-4.187,51.716
source,-4.238,51.718
source,-4.271,51.718
source,-4.210,51.721
source,-4.175,51.723
junction,-4.253,51.723
junction,-4.247,51.724
source,-4.201,51.727
source,-4.180,51.728
junction,-4.174,51.730
source,-4.257,51.730
source,-4.181,51.732
junction,-4.267,51.731
junction,-4.180,51.733
junction,-4.180,51.735
source,-4.219,51.736
source,-4.177,51.737
junction,-4.262,51.736
source,-4.262,51.736
source,-4.213,51.738
junction,-4.218,51.740
source,-4.222,51.742
junction,-3.871,51.704
source,-3.871,51.726
source,-3.868,51.723
junction,-3.866,51.703
junction,-3.866,51.723
source,-3.865,51.703
source,-3.865,51.709
source,-3.865,51.715
junction,-3.864,51.709
junction,-3.864,51.706
junction,-3.865,51.733
source,-3.864,51.724
junction,-3.864,51.724
junction,-3.863,51.707
junction,-3.863,51.726
junction,-3.862,51.711
junction,-3.862,51.729
source,-3.858,51.706
source,-3.851,51.732
junction,-3.849,51.717
source,-3.845,51.723
source,-3.845,51.723
junction,-3.845,51.723
junction,-3.844,51.724
source,-3.844,51.725
junction,-3.842,51.721
junction,-3.841,51.734
junction,-3.840,51.723
junction,-4.049,51.726
source,-4.048,51.728
junction,-4.047,51.710
junction,-4.046,51.715
source,-4.045,51.711
source,-4.044,51.709
junction,-4.044,51.736
source,-4.043,51.737
junction,-4.040,51.735
source,-4.037,51.738
junction,-4.036,51.737
source,-4.035,51.730
junction,-4.034,51.732
junction,-4.034,51.733
junction,-4.032,51.716
junction,-4.032,51.733
junction,-4.030,51.733
source,-4.030,51.733
junction,-4.028,51.701
source,-4.029,51.730
source,-4.027,51.702
source,-4.027,51.718
junction,-4.027,51.738
source,-4.027,51.738
source,-4.022,51.703
source,-4.017,51.745
source,-4.014,51.713
junction,-4.013,51.713
junction,-4.012,51.714
source,-4.009,51.701
source,-4.009,51.715
junction,-4.007,51.729
source,-4.006,51.731
source,-3.997,51.729
junction,-3.993,51.701
source,-3.992,51.700
junction,-3.989,51.703
source,-3.988,51.703
source,-3.983,51.709
junction,-3.982,51.698
junction,-3.982,51.707
source,-3.982,51.699
source,-3.979,51.745
source,-3.979,51.742
source,-3.941,51.698
junction,-3.941,51.698
junction,-3.941,51.700
junction,-3.942,51.732
source,-3.942,51.732
source,-3.939,51.702
source,-3.939,51.699
junction,-3.936,51.701
source,-3.936,51.699
junction,-3.935,51.700
junction,-3.935,51.709
junction,-3.934,51.715
source,-3.934,51.715
junction,-3.933,51.717
junction,-3.932,51.724
source,-3.932,51.718
source,-3.930,51.707
source,-3.930,51.710
junction,-3.930,51.700
source,-3.929,51.730
source,-3.928,51.726
junction,-3.927,51.699
source,-3.926,51.700
junction,-3.914,51.717
source,-3.913,51.720
junction,-3.910,51.718
source,-3.909,51.718
source,-3.908,51.722
junction,-3.907,51.707
source,-3.906,51.709
junction,-3.906,51.722
junction,-3.905,51.707
junction,-3.903,51.723
junction,-3.902,51.733
source,-3.901,51.729
